"Data" "Ano" "Mes" "Dia" "Vazao"
1998-04-04 1998 4 4 61.462
1998-04-05 1998 4 5 49.19
1998-04-06 1998 4 6 42.419
1998-04-07 1998 4 7 37.638
1998-04-08 1998 4 8 34.594
1998-04-09 1998 4 9 33.115
1998-04-10 1998 4 10 48.608
1998-04-11 1998 4 11 58.279
1998-04-12 1998 4 12 46.314
1998-04-13 1998 4 13 38.679
1998-04-14 1998 4 14 34.098
1998-04-15 1998 4 15 32.145
1998-04-16 1998 4 16 31.189
1998-04-17 1998 4 17 30.715
1998-04-18 1998 4 18 29.314
1998-04-19 1998 4 19 28.853
1998-04-20 1998 4 20 29.314
1998-04-21 1998 4 21 29.314
1998-04-22 1998 4 22 28.853
1998-04-23 1998 4 23 27.942
1998-04-24 1998 4 24 27.492
1998-04-25 1998 4 25 26.6
1998-04-26 1998 4 26 26.6
1998-04-27 1998 4 27 27.044
1998-04-28 1998 4 28 26.159
1998-04-29 1998 4 29 26.159
1998-04-30 1998 4 30 26.159
1998-05-01 1998 5 1 26.159
1998-05-02 1998 5 2 25.288
1998-05-03 1998 5 3 24.857
1998-05-04 1998 5 4 24.005
1998-05-05 1998 5 5 26.159
1998-05-06 1998 5 6 33.115
1998-05-07 1998 5 7 34.594
1998-05-08 1998 5 8 34.098
1998-05-09 1998 5 9 28.396
1998-05-10 1998 5 10 26.6
1998-05-11 1998 5 11 25.722
1998-05-12 1998 5 12 24.429
1998-05-13 1998 5 13 24.429
1998-05-14 1998 5 14 23.584
1998-05-15 1998 5 15 23.167
1998-05-16 1998 5 16 23.584
1998-05-17 1998 5 17 23.167
1998-05-18 1998 5 18 23.167
1998-05-19 1998 5 19 22.753
1998-05-20 1998 5 20 23.167
1998-05-21 1998 5 21 23.167
1998-05-22 1998 5 22 22.342
1998-05-23 1998 5 23 23.167
1998-05-24 1998 5 24 21.934
1998-05-25 1998 5 25 21.934
1998-05-26 1998 5 26 21.934
1998-05-27 1998 5 27 21.934
1998-05-28 1998 5 28 22.753
1998-05-29 1998 5 29 23.167
1998-05-30 1998 5 30 29.314
1998-05-31 1998 5 31 57.028
1998-06-01 1998 6 1 54.561
1998-06-02 1998 6 2 38.679
1998-06-03 1998 6 3 30.715
1998-06-04 1998 6 4 27.942
1998-06-05 1998 6 5 26.6
1998-06-06 1998 6 6 26.159
1998-06-07 1998 6 7 26.159
1998-06-08 1998 6 8 25.722
1998-06-09 1998 6 9 24.005
1998-06-10 1998 6 10 23.167
1998-06-11 1998 6 11 22.342
1998-06-12 1998 6 12 22.753
1998-06-13 1998 6 13 22.753
1998-06-14 1998 6 14 22.342
1998-06-15 1998 6 15 22.753
1998-06-16 1998 6 16 23.167
1998-06-17 1998 6 17 22.753
1998-06-18 1998 6 18 22.342
1998-06-19 1998 6 19 21.934
1998-06-20 1998 6 20 21.934
1998-06-21 1998 6 21 21.934
1998-06-22 1998 6 22 21.934
1998-06-23 1998 6 23 21.934
1998-06-24 1998 6 24 22.753
1998-06-25 1998 6 25 21.934
1998-06-26 1998 6 26 22.342
1998-06-27 1998 6 27 26.159
1998-06-28 1998 6 28 32.145
1998-06-29 1998 6 29 24.857
1998-06-30 1998 6 30 23.167
1998-07-01 1998 7 1 23.167
1998-07-02 1998 7 2 22.753
1998-07-03 1998 7 3 21.934
1998-07-04 1998 7 4 21.53
1998-07-05 1998 7 5 21.129
1998-07-06 1998 7 6 23.584
1998-07-07 1998 7 7 20.732
1998-07-08 1998 7 8 19.948
1998-07-09 1998 7 9 20.338
1998-07-10 1998 7 10 19.56
1998-07-11 1998 7 11 19.56
1998-07-12 1998 7 12 19.56
1998-07-13 1998 7 13 19.56
1998-07-14 1998 7 14 19.948
1998-07-15 1998 7 15 20.732
1998-07-16 1998 7 16 24.857
1998-07-17 1998 7 17 21.53
1998-07-18 1998 7 18 21.53
1998-07-19 1998 7 19 21.934
1998-07-20 1998 7 20 19.56
1998-07-21 1998 7 21 19.177
1998-07-22 1998 7 22 18.419
1998-07-23 1998 7 23 18.796
1998-07-24 1998 7 24 18.419
1998-07-25 1998 7 25 18.046
1998-07-26 1998 7 26 18.046
1998-07-27 1998 7 27 18.796
1998-07-28 1998 7 28 18.046
1998-07-29 1998 7 29 18.046
1998-07-30 1998 7 30 18.046
1998-07-31 1998 7 31 17.309
1998-08-01 1998 8 1 17.309
1998-08-02 1998 8 2 17.309
1998-08-03 1998 8 3 18.419
1998-08-04 1998 8 4 17.676
1998-08-05 1998 8 5 18.419
1998-08-06 1998 8 6 19.56
1998-08-07 1998 8 7 26.159
1998-08-08 1998 8 8 24.857
1998-08-09 1998 8 9 28.853
1998-08-10 1998 8 10 25.722
1998-08-11 1998 8 11 24.005
1998-08-12 1998 8 12 24.005
1998-08-13 1998 8 13 23.584
1998-08-14 1998 8 14 24.005
1998-08-15 1998 8 15 23.584
1998-08-16 1998 8 16 20.732
1998-08-17 1998 8 17 19.177
1998-08-18 1998 8 18 18.419
1998-08-19 1998 8 19 18.046
1998-08-20 1998 8 20 17.676
1998-08-21 1998 8 21 16.946
1998-08-22 1998 8 22 16.946
1998-08-23 1998 8 23 16.586
1998-08-24 1998 8 24 18.419
1998-08-25 1998 8 25 17.309
1998-08-26 1998 8 26 17.676
1998-08-27 1998 8 27 17.676
1998-08-28 1998 8 28 16.586
1998-08-29 1998 8 29 16.23
1998-08-30 1998 8 30 15.182
1998-08-31 1998 8 31 15.182
1998-09-01 1998 9 1 15.182
1998-09-02 1998 9 2 15.528
1998-09-03 1998 9 3 17.676
1998-09-04 1998 9 4 16.586
1998-09-05 1998 9 5 15.877
1998-09-06 1998 9 6 15.528
1998-09-07 1998 9 7 14.501
1998-09-08 1998 9 8 14.501
1998-09-09 1998 9 9 14.84
1998-09-10 1998 9 10 14.501
1998-09-11 1998 9 11 14.501
1998-09-12 1998 9 12 16.946
1998-09-13 1998 9 13 21.53
1998-09-14 1998 9 14 18.796
1998-09-15 1998 9 15 17.309
1998-09-16 1998 9 16 15.877
1998-09-17 1998 9 17 15.528
1998-09-18 1998 9 18 16.23
1998-09-19 1998 9 19 19.177
1998-09-20 1998 9 20 17.676
1998-09-21 1998 9 21 16.23
1998-09-22 1998 9 22 15.528
1998-09-23 1998 9 23 14.84
1998-09-24 1998 9 24 16.23
1998-09-25 1998 9 25 15.528
1998-09-26 1998 9 26 16.946
1998-09-27 1998 9 27 15.528
1998-09-28 1998 9 28 14.84
1998-09-29 1998 9 29 14.166
1998-09-30 1998 9 30 14.501
1998-10-01 1998 10 1 14.501
1998-10-02 1998 10 2 19.56
1998-10-03 1998 10 3 20.338
1998-10-04 1998 10 4 20.338
1998-10-05 1998 10 5 23.584
1998-10-06 1998 10 6 31.665
1998-10-07 1998 10 7 27.044
1998-10-08 1998 10 8 24.005
1998-10-09 1998 10 9 21.934
1998-10-10 1998 10 10 26.159
1998-10-11 1998 10 11 24.857
1998-10-12 1998 10 12 24.005
1998-10-13 1998 10 13 25.288
1998-10-14 1998 10 14 34.594
1998-10-15 1998 10 15 41.875
1998-10-16 1998 10 16 32.145
1998-10-17 1998 10 17 30.715
1998-10-18 1998 10 18 32.145
1998-10-19 1998 10 19 29.314
1998-10-20 1998 10 20 34.098
1998-10-21 1998 10 21 29.778
1998-10-22 1998 10 22 25.288
1998-10-23 1998 10 23 22.753
1998-10-24 1998 10 24 21.129
1998-10-25 1998 10 25 20.338
1998-10-26 1998 10 26 53.952
1998-10-27 1998 10 27 32.629
1998-10-28 1998 10 28 28.396
1998-10-29 1998 10 29 28.396
1998-10-30 1998 10 30 26.6
1998-10-31 1998 10 31 32.145
1998-11-01 1998 11 1 35.596
1998-11-02 1998 11 2 52.743
1998-11-03 1998 11 3 42.419
1998-11-04 1998 11 4 36.611
1998-11-05 1998 11 5 36.102
1998-11-06 1998 11 6 36.611
1998-11-07 1998 11 7 37.123
1998-11-08 1998 11 8 32.629
1998-11-09 1998 11 9 29.314
1998-11-10 1998 11 10 31.665
1998-11-11 1998 11 11 28.396
1998-11-12 1998 11 12 38.679
1998-11-13 1998 11 13 72.847
1998-11-14 1998 11 14 49.774
1998-11-15 1998 11 15 36.102
1998-11-16 1998 11 16 32.629
1998-11-17 1998 11 17 30.245
1998-11-18 1998 11 18 27.942
1998-11-19 1998 11 19 43.516
1998-11-20 1998 11 20 40.797
1998-11-21 1998 11 21 41.875
1998-11-22 1998 11 22 43.516
1998-11-23 1998 11 23 53.952
1998-11-24 1998 11 24 77.785
1998-11-25 1998 11 25 55.788
1998-11-26 1998 11 26 40.797
1998-11-27 1998 11 27 34.594
1998-11-28 1998 11 28 81.401
1998-11-29 1998 11 29 68.054
1998-11-30 1998 11 30 72.153
1998-12-01 1998 12 1 54.561
1998-12-02 1998 12 2 48.03
1998-12-03 1998 12 3 37.638
1998-12-04 1998 12 4 34.098
1998-12-05 1998 12 5 31.189
1998-12-06 1998 12 6 29.314
1998-12-07 1998 12 7 87.34
1998-12-08 1998 12 8 135.906
1998-12-09 1998 12 9 85.838
1998-12-10 1998 12 10 69.408
1998-12-11 1998 12 11 45.748
1998-12-12 1998 12 12 38.157
1998-12-13 1998 12 13 35.093
1998-12-14 1998 12 14 32.629
1998-12-15 1998 12 15 38.679
1998-12-16 1998 12 16 52.743
1998-12-17 1998 12 17 50.952
1998-12-18 1998 12 18 52.743
1998-12-19 1998 12 19 44.07
1998-12-20 1998 12 20 74.243
1998-12-21 1998 12 21 61.462
1998-12-22 1998 12 22 45.748
1998-12-23 1998 12 23 38.157
1998-12-24 1998 12 24 35.596
1998-12-25 1998 12 25 44.626
1998-12-26 1998 12 26 77.071
1998-12-27 1998 12 27 53.952
1998-12-28 1998 12 28 53.346
1998-12-29 1998 12 29 58.279
1998-12-30 1998 12 30 50.952
1998-12-31 1998 12 31 45.748
1999-01-01 1999 1 1 52.143
1999-01-02 1999 1 2 113.798
1999-01-03 1999 1 3 147.139
1999-01-04 1999 1 4 155.825
1999-01-05 1999 1 5 118.943
1999-01-06 1999 1 6 92.689
1999-01-07 1999 1 7 95.81
1999-01-08 1999 1 8 128.64
1999-01-09 1999 1 9 115.501
1999-01-10 1999 1 10 94.244
1999-01-11 1999 1 11 68.73
1999-01-12 1999 1 12 60.819
1999-01-13 1999 1 13 53.952
1999-01-14 1999 1 14 50.952
1999-01-15 1999 1 15 55.173
1999-01-16 1999 1 16 48.608
1999-01-17 1999 1 17 55.173
1999-01-18 1999 1 18 50.362
1999-01-19 1999 1 19 50.952
1999-01-20 1999 1 20 41.875
1999-01-21 1999 1 21 38.679
1999-01-22 1999 1 22 39.203
1999-01-23 1999 1 23 42.419
1999-01-24 1999 1 24 53.346
1999-01-25 1999 1 25 56.406
1999-01-26 1999 1 26 50.952
1999-01-27 1999 1 27 41.335
1999-01-28 1999 1 28 46.883
1999-01-29 1999 1 29 96.598
1999-01-30 1999 1 30 90.379
1999-01-31 1999 1 31 85.838
1999-02-01 1999 2 1 88.854
1999-02-02 1999 2 2 80.672
1999-02-03 1999 2 3 64.72
1999-02-04 1999 2 4 56.406
1999-02-05 1999 2 5 51.546
1999-02-06 1999 2 6 46.883
1999-02-07 1999 2 7 44.626
1999-02-08 1999 2 8 44.07
1999-02-09 1999 2 9 44.07
1999-02-10 1999 2 10 42.419
1999-02-11 1999 2 11 41.875
1999-02-12 1999 2 12 53.346
1999-02-13 1999 2 13 53.346
1999-02-14 1999 2 14 68.73
1999-02-15 1999 2 15 61.462
1999-02-16 1999 2 16 56.406
1999-02-17 1999 2 17 50.362
1999-02-18 1999 2 18 52.743
1999-02-19 1999 2 19 49.774
1999-02-20 1999 2 20 43.516
1999-02-21 1999 2 21 35.596
1999-02-22 1999 2 22 34.594
1999-02-23 1999 2 23 33.605
1999-02-24 1999 2 24 35.093
1999-02-25 1999 2 25 37.123
1999-02-26 1999 2 26 40.797
1999-02-27 1999 2 27 44.626
1999-02-28 1999 2 28 40.263
1999-03-01 1999 3 1 43.516
1999-03-02 1999 3 2 38.679
1999-03-03 1999 3 3 35.093
1999-03-04 1999 3 4 42.966
1999-03-05 1999 3 5 53.346
1999-03-06 1999 3 6 55.788
1999-03-07 1999 3 7 70.09
1999-03-08 1999 3 8 75.651
1999-03-09 1999 3 9 74.945
1999-03-10 1999 3 10 49.19
1999-03-11 1999 3 11 49.19
1999-03-12 1999 3 12 44.07
1999-03-13 1999 3 13 52.743
1999-03-14 1999 3 14 87.34
1999-03-15 1999 3 15 77.071
1999-03-16 1999 3 16 53.952
1999-03-17 1999 3 17 50.362
1999-03-18 1999 3 18 49.19
1999-03-19 1999 3 19 45.748
1999-03-20 1999 3 20 42.966
1999-03-21 1999 3 21 39.203
1999-03-22 1999 3 22 37.638
1999-03-23 1999 3 23 35.596
1999-03-24 1999 3 24 49.19
1999-03-25 1999 3 25 53.346
1999-03-26 1999 3 26 48.608
1999-03-27 1999 3 27 41.875
1999-03-28 1999 3 28 40.263
1999-03-29 1999 3 29 38.679
1999-03-30 1999 3 30 35.093
1999-03-31 1999 3 31 38.157
1999-04-01 1999 4 1 39.731
1999-04-02 1999 4 2 55.173
1999-04-03 1999 4 3 45.748
1999-04-04 1999 4 4 37.123
1999-04-05 1999 4 5 48.608
1999-04-06 1999 4 6 42.966
1999-04-07 1999 4 7 38.679
1999-04-08 1999 4 8 37.123
1999-04-09 1999 4 9 34.098
1999-04-10 1999 4 10 35.596
1999-04-11 1999 4 11 33.115
1999-04-12 1999 4 12 35.093
1999-04-13 1999 4 13 32.145
1999-04-14 1999 4 14 31.665
1999-04-15 1999 4 15 30.715
1999-04-16 1999 4 16 32.145
1999-04-17 1999 4 17 31.189
1999-04-18 1999 4 18 31.665
1999-04-19 1999 4 19 31.189
1999-04-20 1999 4 20 30.715
1999-04-21 1999 4 21 31.189
1999-04-22 1999 4 22 31.189
1999-04-23 1999 4 23 30.245
1999-04-24 1999 4 24 29.314
1999-04-25 1999 4 25 30.245
1999-04-26 1999 4 26 28.396
1999-04-27 1999 4 27 27.044
1999-04-28 1999 4 28 27.044
1999-04-29 1999 4 29 27.044
1999-04-30 1999 4 30 26.159
1999-05-01 1999 5 1 26.6
1999-05-02 1999 5 2 25.288
1999-05-03 1999 5 3 25.288
1999-05-04 1999 5 4 25.288
1999-05-05 1999 5 5 25.288
1999-05-06 1999 5 6 24.429
1999-05-07 1999 5 7 24.429
1999-05-08 1999 5 8 24.429
1999-05-09 1999 5 9 24.857
1999-05-10 1999 5 10 25.288
1999-05-11 1999 5 11 24.005
1999-05-12 1999 5 12 24.429
1999-05-13 1999 5 13 24.429
1999-05-14 1999 5 14 24.005
1999-05-15 1999 5 15 26.159
1999-05-16 1999 5 16 25.722
1999-05-17 1999 5 17 27.044
1999-05-18 1999 5 18 25.288
1999-05-19 1999 5 19 24.429
1999-05-20 1999 5 20 24.005
1999-05-21 1999 5 21 23.167
1999-05-22 1999 5 22 22.753
1999-05-23 1999 5 23 22.342
1999-05-24 1999 5 24 21.934
1999-05-25 1999 5 25 21.934
1999-05-26 1999 5 26 22.342
1999-05-27 1999 5 27 22.342
1999-05-28 1999 5 28 22.342
1999-05-29 1999 5 29 22.753
1999-05-30 1999 5 30 22.753
1999-05-31 1999 5 31 22.342
1999-06-01 1999 6 1 22.753
1999-06-02 1999 6 2 21.129
1999-06-03 1999 6 3 21.129
1999-06-04 1999 6 4 21.129
1999-06-05 1999 6 5 19.56
1999-06-06 1999 6 6 21.53
1999-06-07 1999 6 7 23.584
1999-06-08 1999 6 8 24.005
1999-06-09 1999 6 9 28.396
1999-06-10 1999 6 10 27.492
1999-06-11 1999 6 11 26.159
1999-06-12 1999 6 12 24.857
1999-06-13 1999 6 13 24.429
1999-06-14 1999 6 14 23.584
1999-06-15 1999 6 15 23.584
1999-06-16 1999 6 16 22.753
1999-06-17 1999 6 17 22.342
1999-06-18 1999 6 18 21.934
1999-06-19 1999 6 19 21.934
1999-06-20 1999 6 20 21.934
1999-06-21 1999 6 21 21.53
1999-06-22 1999 6 22 21.129
1999-06-23 1999 6 23 21.129
1999-06-24 1999 6 24 21.129
1999-06-25 1999 6 25 21.53
1999-06-26 1999 6 26 21.129
1999-06-27 1999 6 27 20.732
1999-06-28 1999 6 28 19.948
1999-06-29 1999 6 29 19.56
1999-06-30 1999 6 30 19.56
1999-07-01 1999 7 1 19.56
1999-07-02 1999 7 2 19.177
1999-07-03 1999 7 3 18.796
1999-07-04 1999 7 4 19.177
1999-07-05 1999 7 5 19.56
1999-07-06 1999 7 6 19.177
1999-07-07 1999 7 7 20.338
1999-07-08 1999 7 8 21.129
1999-07-09 1999 7 9 21.53
1999-07-10 1999 7 10 21.53
1999-07-11 1999 7 11 22.342
1999-07-12 1999 7 12 23.584
1999-07-13 1999 7 13 21.129
1999-07-14 1999 7 14 20.732
1999-07-15 1999 7 15 19.948
1999-07-16 1999 7 16 19.177
1999-07-17 1999 7 17 18.796
1999-07-18 1999 7 18 18.796
1999-07-19 1999 7 19 18.796
1999-07-20 1999 7 20 18.046
1999-07-21 1999 7 21 18.046
1999-07-22 1999 7 22 18.046
1999-07-23 1999 7 23 17.676
1999-07-24 1999 7 24 17.309
1999-07-25 1999 7 25 17.309
1999-07-26 1999 7 26 17.676
1999-07-27 1999 7 27 18.046
1999-07-28 1999 7 28 18.419
1999-07-29 1999 7 29 17.676
1999-07-30 1999 7 30 16.946
1999-07-31 1999 7 31 16.23
1999-08-01 1999 8 1 16.586
1999-08-02 1999 8 2 16.586
1999-08-03 1999 8 3 19.177
1999-08-04 1999 8 4 19.177
1999-08-05 1999 8 5 17.676
1999-08-06 1999 8 6 16.946
1999-08-07 1999 8 7 16.586
1999-08-08 1999 8 8 15.877
1999-08-09 1999 8 9 15.877
1999-08-10 1999 8 10 15.877
1999-08-11 1999 8 11 15.528
1999-08-12 1999 8 12 15.528
1999-08-13 1999 8 13 15.528
1999-08-14 1999 8 14 14.84
1999-08-15 1999 8 15 14.501
1999-08-16 1999 8 16 14.501
1999-08-17 1999 8 17 14.84
1999-08-18 1999 8 18 19.177
1999-08-19 1999 8 19 19.56
1999-08-20 1999 8 20 18.046
1999-08-21 1999 8 21 19.177
1999-08-22 1999 8 22 17.309
1999-08-23 1999 8 23 15.877
1999-08-24 1999 8 24 15.877
1999-08-25 1999 8 25 14.84
1999-08-26 1999 8 26 14.501
1999-08-27 1999 8 27 14.501
1999-08-28 1999 8 28 14.501
1999-08-29 1999 8 29 13.834
1999-08-30 1999 8 30 13.834
1999-08-31 1999 8 31 13.506
1999-09-01 1999 9 1 13.506
1999-09-02 1999 9 2 13.181
1999-09-03 1999 9 3 12.86
1999-09-04 1999 9 4 12.86
1999-09-05 1999 9 5 12.86
1999-09-06 1999 9 6 12.542
1999-09-07 1999 9 7 12.228
1999-09-08 1999 9 8 12.228
1999-09-09 1999 9 9 12.228
1999-09-10 1999 9 10 12.228
1999-09-11 1999 9 11 12.86
1999-09-12 1999 9 12 14.501
1999-09-13 1999 9 13 14.166
1999-09-14 1999 9 14 14.501
1999-09-15 1999 9 15 15.182
1999-09-16 1999 9 16 14.501
1999-09-17 1999 9 17 14.166
1999-09-18 1999 9 18 13.834
1999-09-19 1999 9 19 13.181
1999-09-20 1999 9 20 13.181
1999-09-21 1999 9 21 13.181
1999-09-22 1999 9 22 13.506
1999-09-23 1999 9 23 13.834
1999-09-24 1999 9 24 13.834
1999-09-25 1999 9 25 13.181
1999-09-26 1999 9 26 14.166
1999-09-27 1999 9 27 18.046
1999-09-28 1999 9 28 15.528
1999-09-29 1999 9 29 13.834
1999-09-30 1999 9 30 14.166
1999-10-01 1999 10 1 13.834
1999-10-02 1999 10 2 13.506
1999-10-03 1999 10 3 13.506
1999-10-04 1999 10 4 14.166
1999-10-05 1999 10 5 13.834
1999-10-06 1999 10 6 14.501
1999-10-07 1999 10 7 15.528
1999-10-08 1999 10 8 15.182
1999-10-09 1999 10 9 14.166
1999-10-10 1999 10 10 13.834
1999-10-11 1999 10 11 13.506
1999-10-12 1999 10 12 13.181
1999-10-13 1999 10 13 12.86
1999-10-14 1999 10 14 12.542
1999-10-15 1999 10 15 12.542
1999-10-16 1999 10 16 12.228
1999-10-17 1999 10 17 12.542
1999-10-18 1999 10 18 12.228
1999-10-19 1999 10 19 12.542
1999-10-20 1999 10 20 12.86
1999-10-21 1999 10 21 15.877
1999-10-22 1999 10 22 22.342
1999-10-23 1999 10 23 24.429
1999-10-24 1999 10 24 22.342
1999-10-25 1999 10 25 21.934
1999-10-26 1999 10 26 18.796
1999-10-27 1999 10 27 17.309
1999-10-28 1999 10 28 15.182
1999-10-29 1999 10 29 15.182
1999-10-30 1999 10 30 15.182
1999-10-31 1999 10 31 15.528
1999-11-01 1999 11 1 15.182
1999-11-02 1999 11 2 16.586
1999-11-03 1999 11 3 15.182
1999-11-04 1999 11 4 14.501
1999-11-05 1999 11 5 14.166
1999-11-06 1999 11 6 13.834
1999-11-07 1999 11 7 18.046
1999-11-08 1999 11 8 21.934
1999-11-09 1999 11 9 21.129
1999-11-10 1999 11 10 25.288
1999-11-11 1999 11 11 31.665
1999-11-12 1999 11 12 31.665
1999-11-13 1999 11 13 36.611
1999-11-14 1999 11 14 27.492
1999-11-15 1999 11 15 28.853
1999-11-16 1999 11 16 28.396
1999-11-17 1999 11 17 27.942
1999-11-18 1999 11 18 33.605
1999-11-19 1999 11 19 27.044
1999-11-20 1999 11 20 32.145
1999-11-21 1999 11 21 28.396
1999-11-22 1999 11 22 30.715
1999-11-23 1999 11 23 36.102
1999-11-24 1999 11 24 32.629
1999-11-25 1999 11 25 30.715
1999-11-26 1999 11 26 29.314
1999-11-27 1999 11 27 50.952
1999-11-28 1999 11 28 39.731
1999-11-29 1999 11 29 41.335
1999-11-30 1999 11 30 36.611
1999-12-01 1999 12 1 30.715
1999-12-02 1999 12 2 43.516
1999-12-03 1999 12 3 52.143
1999-12-04 1999 12 4 34.098
1999-12-05 1999 12 5 35.596
1999-12-06 1999 12 6 32.629
1999-12-07 1999 12 7 34.098
1999-12-08 1999 12 8 82.868
1999-12-09 1999 12 9 112.95
1999-12-10 1999 12 10 94.244
1999-12-11 1999 12 11 74.945
1999-12-12 1999 12 12 96.598
1999-12-13 1999 12 13 77.071
1999-12-14 1999 12 14 60.18
1999-12-15 1999 12 15 49.774
1999-12-16 1999 12 16 50.362
1999-12-17 1999 12 17 43.516
1999-12-18 1999 12 18 38.679
1999-12-19 1999 12 19 33.605
1999-12-20 1999 12 20 31.665
1999-12-21 1999 12 21 30.245
1999-12-22 1999 12 22 28.396
1999-12-23 1999 12 23 26.6
1999-12-24 1999 12 24 58.91
1999-12-25 1999 12 25 64.063
1999-12-26 1999 12 26 69.408
1999-12-27 1999 12 27 59.543
1999-12-28 1999 12 28 37.638
1999-12-29 1999 12 29 39.731
1999-12-30 1999 12 30 36.611
1999-12-31 1999 12 31 39.203
2000-01-01 2000 1 1 38.157
2000-01-02 2000 1 2 75.651
2000-01-03 2000 1 3 213.702
2000-01-04 2000 1 4 293.513
2000-01-05 2000 1 5 151.937
2000-01-06 2000 1 6 98.181
2000-01-07 2000 1 7 70.09
2000-01-08 2000 1 8 57.652
2000-01-09 2000 1 9 48.608
2000-01-10 2000 1 10 46.883
2000-01-11 2000 1 11 43.516
2000-01-12 2000 1 12 40.797
2000-01-13 2000 1 13 38.157
2000-01-14 2000 1 14 38.679
2000-01-15 2000 1 15 39.203
2000-01-16 2000 1 16 55.788
2000-01-17 2000 1 17 46.314
2000-01-18 2000 1 18 44.07
2000-01-19 2000 1 19 45.748
2000-01-20 2000 1 20 44.626
2000-01-21 2000 1 21 82.133
2000-01-22 2000 1 22 69.408
2000-01-23 2000 1 23 45.748
2000-01-24 2000 1 24 39.731
2000-01-25 2000 1 25 40.263
2000-01-26 2000 1 26 37.638
2000-01-27 2000 1 27 54.561
2000-01-28 2000 1 28 83.606
2000-01-29 2000 1 29 81.401
2000-01-30 2000 1 30 63.408
2000-01-31 2000 1 31 55.788
2000-02-01 2000 2 1 49.19
2000-02-02 2000 2 2 70.09
2000-02-03 2000 2 3 85.091
2000-02-04 2000 2 4 57.652
2000-02-05 2000 2 5 49.19
2000-02-06 2000 2 6 44.626
2000-02-07 2000 2 7 75.651
2000-02-08 2000 2 8 176.957
2000-02-09 2000 2 9 115.501
2000-02-10 2000 2 10 103.814
2000-02-11 2000 2 11 80.672
2000-02-12 2000 2 12 61.462
2000-02-13 2000 2 13 53.346
2000-02-14 2000 2 14 48.608
2000-02-15 2000 2 15 45.748
2000-02-16 2000 2 16 42.966
2000-02-17 2000 2 17 41.875
2000-02-18 2000 2 18 66.711
2000-02-19 2000 2 19 78.502
2000-02-20 2000 2 20 52.143
2000-02-21 2000 2 21 53.346
2000-02-22 2000 2 22 42.966
2000-02-23 2000 2 23 41.875
2000-02-24 2000 2 24 40.263
2000-02-25 2000 2 25 38.679
2000-02-26 2000 2 26 38.157
2000-02-27 2000 2 27 44.07
2000-02-28 2000 2 28 38.679
2000-02-29 2000 2 29 36.102
2000-03-01 2000 3 1 34.098
2000-03-02 2000 3 2 32.629
2000-03-03 2000 3 3 31.665
2000-03-04 2000 3 4 31.189
2000-03-05 2000 3 5 29.314
2000-03-06 2000 3 6 29.314
2000-03-07 2000 3 7 29.314
2000-03-08 2000 3 8 31.665
2000-03-09 2000 3 9 34.098
2000-03-10 2000 3 10 44.626
2000-03-11 2000 3 11 38.679
2000-03-12 2000 3 12 41.875
2000-03-13 2000 3 13 45.186
2000-03-14 2000 3 14 42.966
2000-03-15 2000 3 15 40.797
2000-03-16 2000 3 16 34.098
2000-03-17 2000 3 17 35.093
2000-03-18 2000 3 18 31.665
2000-03-19 2000 3 19 72.847
2000-03-20 2000 3 20 181.118
2000-03-21 2000 3 21 107.924
2000-03-22 2000 3 22 93.465
2000-03-23 2000 3 23 74.945
2000-03-24 2000 3 24 53.346
2000-03-25 2000 3 25 48.608
2000-03-26 2000 3 26 46.314
2000-03-27 2000 3 27 50.362
2000-03-28 2000 3 28 45.186
2000-03-29 2000 3 29 39.731
2000-03-30 2000 3 30 37.638
2000-03-31 2000 3 31 40.797
2000-04-01 2000 4 1 35.596
2000-04-02 2000 4 2 35.596
2000-04-03 2000 4 3 41.335
2000-04-04 2000 4 4 53.346
2000-04-05 2000 4 5 62.108
2000-04-06 2000 4 6 41.875
2000-04-07 2000 4 7 41.335
2000-04-08 2000 4 8 41.875
2000-04-09 2000 4 9 40.263
2000-04-10 2000 4 10 36.102
2000-04-11 2000 4 11 35.093
2000-04-12 2000 4 12 34.098
2000-04-13 2000 4 13 31.665
2000-04-14 2000 4 14 30.715
2000-04-15 2000 4 15 31.189
2000-04-16 2000 4 16 39.731
2000-04-17 2000 4 17 33.115
2000-04-18 2000 4 18 29.314
2000-04-19 2000 4 19 28.853
2000-04-20 2000 4 20 28.396
2000-04-21 2000 4 21 28.853
2000-04-22 2000 4 22 28.853
2000-04-23 2000 4 23 27.942
2000-04-24 2000 4 24 26.6
2000-04-25 2000 4 25 26.159
2000-04-26 2000 4 26 26.159
2000-04-27 2000 4 27 25.722
2000-04-28 2000 4 28 24.857
2000-04-29 2000 4 29 24.429
2000-04-30 2000 4 30 24.429
2000-05-01 2000 5 1 24.005
2000-05-02 2000 5 2 24.005
2000-05-03 2000 5 3 23.584
2000-05-04 2000 5 4 23.167
2000-05-05 2000 5 5 23.167
2000-05-06 2000 5 6 22.342
2000-05-07 2000 5 7 21.934
2000-05-08 2000 5 8 22.342
2000-05-09 2000 5 9 22.342
2000-05-10 2000 5 10 22.753
2000-05-11 2000 5 11 24.429
2000-05-12 2000 5 12 26.159
2000-05-13 2000 5 13 25.288
2000-05-14 2000 5 14 25.288
2000-05-15 2000 5 15 22.342
2000-05-16 2000 5 16 22.342
2000-05-17 2000 5 17 22.753
2000-05-18 2000 5 18 21.934
